ano,sigla_uf,id_municipio,rede,tipo_localizacao,quantidade_alunos_inse,inse,percentual_nivel_1,percentual_nivel_2,percentual_nivel_3,percentual_nivel_4,percentual_nivel_5,percentual_nivel_6,percentual_nivel_7,percentual_nivel_8
2019,SP,3544004,6,0,967,5.4198,0,3.13,7.58,16.27,26.91,25.48,19.48,1.15
2019,SP,3544004,6,1,967,5.4198,0,3.13,7.58,16.27,26.91,25.48,19.48,1.15
2019,SP,3544103,0,0,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,0,1,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,2,0,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,2,1,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,5,0,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,5,1,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,6,0,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544103,6,1,1394,5.1063,0.41,5.22,13.57,24.52,26.91,18.93,10.15,0.29
2019,SP,3544251,0,0,454,5.0709,0,10.35,15.03,21.47,21.22,20.78,10.34,0.82
2019,SP,3544251,0,1,389,5.1222,0,9.81,14.45,19.27,22.26,21.51,11.73,0.97
2019,SP,3544251,2,0,355,5.0144,0,11.86,15.88,22.41,21.24,17.9,9.94,0.78
2019,SP,3544251,2,1,290,5.0681,0,11.52,15.33,19.76,22.6,18.15,11.67,0.97
2019,SP,3544251,3,0,99,5.2947,0,4.36,11.67,17.72,21.18,32.19,11.91,0.97
2019,SP,3544251,3,1,99,5.2947,0,4.36,11.67,17.72,21.18,32.19,11.91,0.97
2019,SP,3544251,5,0,454,5.0709,0,10.35,15.03,21.47,21.22,20.78,10.34,0.82
2019,SP,3544251,5,1,389,5.1222,0,9.81,14.45,19.27,22.26,21.51,11.73,0.97
2019,SP,3544251,6,0,454,5.0709,0,10.35,15.03,21.47,21.22,20.78,10.34,0.82
2019,SP,3544251,6,1,389,5.1222,0,9.81,14.45,19.27,22.26,21.51,11.73,0.97
2019,SP,3544301,0,0,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544301,0,1,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544301,3,0,273,5.193,0.35,4.35,12.73,23.15,26.73,19.58,11.09,2.01
2019,SP,3544301,3,1,273,5.193,0.35,4.35,12.73,23.15,26.73,19.58,11.09,2.01
2019,SP,3544301,5,0,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544301,5,1,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544301,6,0,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544301,6,1,341,5.1628,0.27,6.08,15.11,19.5,25.86,20,11.58,1.59
2019,SP,3544400,0,0,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544400,0,1,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544400,2,0,56,5.2086,0,10.7,10.39,18.05,23.81,23.12,8.24,5.7
2019,SP,3544400,2,1,56,5.2086,0,10.7,10.39,18.05,23.81,23.12,8.24,5.7
2019,SP,3544400,5,0,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544400,5,1,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544400,6,0,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544400,6,1,93,5.1071,0,14.26,10.47,16.31,24.1,21.23,10.14,3.49
2019,SP,3544509,0,0,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544509,0,1,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544509,2,0,70,5.461,0,0,8.66,19.76,27.38,27.06,14.2,2.94
2019,SP,3544509,2,1,70,5.461,0,0,8.66,19.76,27.38,27.06,14.2,2.94
2019,SP,3544509,5,0,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544509,5,1,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544509,6,0,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544509,6,1,112,5.3941,0,0,8.95,22.84,27.02,24.23,15.01,1.94
2019,SP,3544608,0,0,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544608,0,1,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544608,2,0,93,5.1225,0,1.39,17.89,25.85,26.2,19.68,7.61,1.39
2019,SP,3544608,2,1,93,5.1225,0,1.39,17.89,25.85,26.2,19.68,7.61,1.39
2019,SP,3544608,3,0,70,5.3637,1.57,4.05,5.85,19.81,28.45,22,13.94,4.34
2019,SP,3544608,3,1,70,5.3637,1.57,4.05,5.85,19.81,28.45,22,13.94,4.34
2019,SP,3544608,5,0,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544608,5,1,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544608,6,0,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544608,6,1,163,5.2214,0.64,2.48,12.95,23.37,27.12,20.63,10.2,2.6
2019,SP,3544806,0,0,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544806,0,1,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544806,2,0,99,5.3094,0,6.59,2.66,18.04,34.59,22.84,14.37,0.91
2019,SP,3544806,2,1,99,5.3094,0,6.59,2.66,18.04,34.59,22.84,14.37,0.91
2019,SP,3544806,5,0,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544806,5,1,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544806,6,0,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544806,6,1,173,5.3239,0,4.39,6.2,18.45,33.15,19.38,17.9,0.52
2019,SP,3544905,0,0,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3544905,0,1,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3544905,3,0,115,5.2641,0,1.74,9.2,21.74,26.67,28.35,11.38,0.92
2019,SP,3544905,3,1,115,5.2641,0,1.74,9.2,21.74,26.67,28.35,11.38,0.92
2019,SP,3544905,5,0,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3544905,5,1,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3544905,6,0,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3544905,6,1,275,5.3691,0,1.79,5.61,19.82,29.37,27.68,15.34,0.38
2019,SP,3545001,0,0,595,5.1852,0.44,7.29,10.93,21.91,25.37,18.09,14.11,1.85
2019,SP,3545001,0,1,469,5.2004,0.36,6.91,11.47,21.91,23.75,19.45,14.04,2.11
2019,SP,3545001,0,2,126,5.1225,0.75,8.86,8.71,21.93,32.09,12.46,14.42,0.78
2019,SP,3545001,2,0,407,5.209,0.45,7.19,9.4,22.17,25.91,17.51,15.67,1.7
2019,SP,3545001,2,1,281,5.246,0.32,6.48,9.7,22.28,23.27,19.67,16.2,2.09
2019,SP,3545001,2,2,126,5.1225,0.75,8.86,8.71,21.93,32.09,12.46,14.42,0.78
2019,SP,3545001,3,0,188,5.1412,0.41,7.47,13.77,21.43,24.37,19.17,11.24,2.15
2019,SP,3545001,3,1,188,5.1412,0.41,7.47,13.77,21.43,24.37,19.17,11.24,2.15
2019,SP,3545001,5,0,595,5.1852,0.44,7.29,10.93,21.91,25.37,18.09,14.11,1.85
2019,SP,3545001,5,1,469,5.2004,0.36,6.91,11.47,21.91,23.75,19.45,14.04,2.11
2019,SP,3545001,5,2,126,5.1225,0.75,8.86,8.71,21.93,32.09,12.46,14.42,0.78
2019,SP,3545001,6,0,595,5.1852,0.44,7.29,10.93,21.91,25.37,18.09,14.11,1.85
2019,SP,3545001,6,1,469,5.2004,0.36,6.91,11.47,21.91,23.75,19.45,14.04,2.11
2019,SP,3545001,6,2,126,5.1225,0.75,8.86,8.71,21.93,32.09,12.46,14.42,0.78
2019,SP,3545100,0,0,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545100,0,1,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545100,2,0,73,4.8883,1.31,14.32,16.69,21.98,23.48,13.91,7,1.31
2019,SP,3545100,2,1,73,4.8883,1.31,14.32,16.69,21.98,23.48,13.91,7,1.31
2019,SP,3545100,3,0,44,5.0987,0,4.55,22.77,18.22,24.95,22.77,4.55,2.17
2019,SP,3545100,3,1,44,5.0987,0,4.55,22.77,18.22,24.95,22.77,4.55,2.17
2019,SP,3545100,5,0,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545100,5,1,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545100,6,0,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545100,6,1,117,4.9686,0.81,10.59,19.01,20.54,24.04,17.29,6.07,1.64
2019,SP,3545159,0,0,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545159,0,1,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545159,2,0,116,5.7192,0,1.63,3.7,9.17,24.99,26.85,30.71,2.94
2019,SP,3545159,2,1,116,5.7192,0,1.63,3.7,9.17,24.99,26.85,30.71,2.94
2019,SP,3545159,3,0,99,5.7936,0,1.01,1.01,11.14,19.22,27.3,36.29,4.03
2019,SP,3545159,3,1,99,5.7936,0,1.01,1.01,11.14,19.22,27.3,36.29,4.03
2019,SP,3545159,5,0,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545159,5,1,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545159,6,0,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545159,6,1,215,5.7461,0,1.41,2.73,9.89,22.9,27.01,32.73,3.33
2019,SP,3545209,0,0,3463,5.4227,0.14,2.48,6.97,17.37,27.11,25.6,18.7,1.61
2019,SP,3545209,0,1,3463,5.4227,0.14,2.48,6.97,17.37,27.11,25.6,18.7,1.61
2019,SP,3545209,1,0,49,5.8523,0,0,4.07,6.14,22.48,30.63,26.5,10.18
2019,SP,3545209,1,1,49,5.8523,0,0,4.07,6.14,22.48,30.63,26.5,10.18
2019,SP,3545209,2,0,2575,5.4168,0.15,2.49,7.33,17.09,27.15,25.67,18.78,1.35
2019,SP,3545209,2,1,2575,5.4168,0.15,2.49,7.33,17.09,27.15,25.67,18.78,1.35
2019,SP,3545209,3,0,839,5.4045,0.13,2.68,6.06,19.27,27.4,24.94,17.79,1.73
2019,SP,3545209,3,1,839,5.4045,0.13,2.68,6.06,19.27,27.4,24.94,17.79,1.73
2019,SP,3545209,5,0,3414,5.4139,0.14,2.54,7.03,17.6,27.21,25.5,18.55,1.44
2019,SP,3545209,5,1,3414,5.4139,0.14,2.54,7.03,17.6,27.21,25.5,18.55,1.44
2019,SP,3545209,6,0,3463,5.4227,0.14,2.48,6.97,17.37,27.11,25.6,18.7,1.61
2019,SP,3545209,6,1,3463,5.4227,0.14,2.48,6.97,17.37,27.11,25.6,18.7,1.61
2019,SP,3545308,0,0,1156,5.2128,0.09,4.74,9.98,21.49,29.56,20.91,12.66,0.57
2019,SP,3545308,0,1,1078,5.2292,0.09,4.68,9.63,21.01,29.39,21.51,13.09,0.6
2019,SP,3545308,2,0,768,5.2066,0,4.62,10.32,20.95,30.51,21.36,11.75,0.5
2019,SP,3545308,2,1,712,5.2275,0,4.36,10.3,19.87,30.63,22.16,12.16,0.53
2019,SP,3545308,3,0,388,5.2226,0.23,4.94,9.45,22.36,28.07,20.2,14.08,0.68
2019,SP,3545308,3,1,366,5.2317,0.24,5.17,8.6,22.77,27.46,20.51,14.54,0.71
2019,SP,3545308,5,0,1156,5.2128,0.09,4.74,9.98,21.49,29.56,20.91,12.66,0.57
2019,SP,3545308,5,1,1078,5.2292,0.09,4.68,9.63,21.01,29.39,21.51,13.09,0.6
2019,SP,3545308,6,0,1156,5.2128,0.09,4.74,9.98,21.49,29.56,20.91,12.66,0.57
2019,SP,3545308,6,1,1078,5.2292,0.09,4.68,9.63,21.01,29.39,21.51,13.09,0.6
2019,SP,3545407,0,0,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545407,0,1,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545407,2,0,138,5.0431,0,11.82,15.61,16.42,30.9,15.88,8.65,0.72
2019,SP,3545407,2,1,138,5.0431,0,11.82,15.61,16.42,30.9,15.88,8.65,0.72
2019,SP,3545407,5,0,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545407,5,1,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545407,6,0,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545407,6,1,262,5.0155,0,10.08,17.79,19.74,28.19,13.38,10.43,0.38
2019,SP,3545605,0,0,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545605,0,1,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545605,3,0,218,5.3862,0,1.41,5.52,19.25,34.49,24.71,12.75,1.87
2019,SP,3545605,3,1,218,5.3862,0,1.41,5.52,19.25,34.49,24.71,12.75,1.87
2019,SP,3545605,5,0,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545605,5,1,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545605,6,0,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545605,6,1,354,5.3194,0.26,2.3,6.43,19.36,35.11,23.81,11.67,1.06
2019,SP,3545803,0,0,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3545803,0,1,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3545803,2,0,3211,5.4231,0.04,2.24,5.75,16.45,30.28,26.49,17.36,1.4
2019,SP,3545803,2,1,3211,5.4231,0.04,2.24,5.75,16.45,30.28,26.49,17.36,1.4
2019,SP,3545803,3,0,1495,5.4594,0,1.97,6.87,16.41,26.65,26.7,19.99,1.41
2019,SP,3545803,3,1,1495,5.4594,0,1.97,6.87,16.41,26.65,26.7,19.99,1.41
2019,SP,3545803,5,0,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3545803,5,1,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3545803,6,0,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3545803,6,1,4706,5.4342,0.02,2.16,6.09,16.44,29.17,26.56,18.16,1.4
2019,SP,3546009,0,0,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546009,0,1,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546009,3,0,275,5.1719,0.3,4.34,18.16,21.95,20.64,16.88,16.24,1.49
2019,SP,3546009,3,1,275,5.1719,0.3,4.34,18.16,21.95,20.64,16.88,16.24,1.49
2019,SP,3546009,5,0,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546009,5,1,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546009,6,0,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546009,6,1,357,5.1529,0.23,5.17,16.84,20.93,22.73,18.59,14.37,1.13
2019,SP,3546108,0,0,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546108,0,1,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546108,2,0,33,5.3004,0,6.08,12.12,21.2,21.18,15.14,18.18,6.08
2019,SP,3546108,2,1,33,5.3004,0,6.08,12.12,21.2,21.18,15.14,18.18,6.08
2019,SP,3546108,3,0,34,5.2974,0,0,14.71,20.59,23.53,29.41,5.88,5.88
2019,SP,3546108,3,1,34,5.2974,0,0,14.71,20.59,23.53,29.41,5.88,5.88
2019,SP,3546108,5,0,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546108,5,1,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546108,6,0,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546108,6,1,67,5.2989,0,3.08,13.4,20.9,22.34,22.18,12.12,5.98
2019,SP,3546207,0,0,128,5.484,0,3.08,5.61,17.93,29.66,14.95,27.25,1.53
2019,SP,3546207,0,1,117,5.4378,0,3.46,6.3,19.02,31.09,12.29,26.12,1.72
2019,SP,3546207,2,0,77,5.3517,0,5.04,8.1,19.78,33.87,7.8,22.9,2.51
2019,SP,3546207,2,1,77,5.3517,0,5.04,8.1,19.78,33.87,7.8,22.9,2.51
2019,SP,3546207,5,0,128,5.484,0,3.08,5.61,17.93,29.66,14.95,27.25,1.53
2019,SP,3546207,5,1,117,5.4378,0,3.46,6.3,19.02,31.09,12.29,26.12,1.72
2019,SP,3546207,6,0,128,5.484,0,3.08,5.61,17.93,29.66,14.95,27.25,1.53
2019,SP,3546207,6,1,117,5.4378,0,3.46,6.3,19.02,31.09,12.29,26.12,1.72
2019,SP,3546306,0,0,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546306,0,1,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546306,2,0,485,5.0862,0.5,7.15,11.73,22.79,30.73,16.81,10.09,0.19
2019,SP,3546306,2,1,485,5.0862,0.5,7.15,11.73,22.79,30.73,16.81,10.09,0.19
2019,SP,3546306,5,0,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546306,5,1,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546306,6,0,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546306,6,1,811,5.076,0.41,7.9,12.77,22.27,28.68,18.08,9.78,0.12
2019,SP,3546405,0,0,1396,5.3119,0.22,3.58,9.5,19.06,27.82,21.83,16.81,1.19
2019,SP,3546405,0,1,1265,5.2953,0.17,3.42,9.76,19.74,28.34,21.65,15.76,1.16
2019,SP,3546405,0,2,131,5.4843,0.74,5.27,6.75,12.04,22.35,23.69,27.66,1.51
2019,SP,3546405,2,0,984,5.3174,0.21,3.6,8.79,20.02,27.19,22.02,16.95,1.22
2019,SP,3546405,2,1,853,5.2936,0.14,3.36,9.08,21.16,27.88,21.79,15.42,1.17
2019,SP,3546405,2,2,131,5.4843,0.74,5.27,6.75,12.04,22.35,23.69,27.66,1.51
2019,SP,3546405,3,0,412,5.2988,0.23,3.53,11.18,16.78,29.31,21.35,16.47,1.15
2019,SP,3546405,3,1,412,5.2988,0.23,3.53,11.18,16.78,29.31,21.35,16.47,1.15
2019,SP,3546405,5,0,1396,5.3119,0.22,3.58,9.5,19.06,27.82,21.83,16.81,1.19
2019,SP,3546405,5,1,1265,5.2953,0.17,3.42,9.76,19.74,28.34,21.65,15.76,1.16
2019,SP,3546405,5,2,131,5.4843,0.74,5.27,6.75,12.04,22.35,23.69,27.66,1.51
2019,SP,3546405,6,0,1396,5.3119,0.22,3.58,9.5,19.06,27.82,21.83,16.81,1.19
2019,SP,3546405,6,1,1265,5.2953,0.17,3.42,9.76,19.74,28.34,21.65,15.76,1.16
2019,SP,3546405,6,2,131,5.4843,0.74,5.27,6.75,12.04,22.35,23.69,27.66,1.51
2019,SP,3546603,0,0,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546603,0,1,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546603,2,0,258,5.385,0.34,2.68,8.53,16.69,27.27,24.51,18.74,1.25
2019,SP,3546603,2,1,258,5.385,0.34,2.68,8.53,16.69,27.27,24.51,18.74,1.25
2019,SP,3546603,3,0,599,5.3678,0.16,2.45,10.47,17.98,25.08,24.26,17.95,1.64
2019,SP,3546603,3,1,599,5.3678,0.16,2.45,10.47,17.98,25.08,24.26,17.95,1.64
2019,SP,3546603,5,0,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546603,5,1,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546603,6,0,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546603,6,1,857,5.3731,0.22,2.52,9.88,17.58,25.76,24.33,18.19,1.52
2019,SP,3546702,0,0,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546702,0,1,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546702,2,0,202,5.2225,0.94,3.88,7.39,22.53,31.29,22.8,9.63,1.53
2019,SP,3546702,2,1,202,5.2225,0.94,3.88,7.39,22.53,31.29,22.8,9.63,1.53
2019,SP,3546702,3,0,642,5.2878,0,4.98,8.3,21.66,25.49,23.27,15.22,1.08
2019,SP,3546702,3,1,642,5.2878,0,4.98,8.3,21.66,25.49,23.27,15.22,1.08
2019,SP,3546702,5,0,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546702,5,1,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546702,6,0,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546702,6,1,844,5.2709,0.24,4.7,8.06,21.89,26.99,23.15,13.77,1.2
2019,SP,3546801,0,0,1884,5.1944,0.22,6.16,12.38,22.19,24.15,18,16.01,0.89
2019,SP,3546801,0,1,1734,5.2152,0.24,5.88,12.01,21.84,23.97,18.39,16.71,0.96
2019,SP,3546801,2,0,1245,5.2234,0.34,6.12,11.62,21.66,22.83,18.82,17.57,1.04
2019,SP,3546801,2,1,1245,5.2234,0.34,6.12,11.62,21.66,22.83,18.82,17.57,1.04
2019,SP,3546801,3,0,639,5.1423,0,6.23,13.75,23.14,26.52,16.53,13.22,0.62
2019,SP,3546801,3,1,489,5.1965,0,5.32,12.91,22.24,26.6,17.39,14.74,0.8
2019,SP,3546801,5,0,1884,5.1944,0.22,6.16,12.38,22.19,24.15,18,16.01,0.89
2019,SP,3546801,5,1,1734,5.2152,0.24,5.88,12.01,21.84,23.97,18.39,16.71,0.96
2019,SP,3546801,6,0,1884,5.1944,0.22,6.16,12.38,22.19,24.15,18,16.01,0.89
2019,SP,3546801,6,1,1734,5.2152,0.24,5.88,12.01,21.84,23.97,18.39,16.71,0.96
2019,SP,3547007,0,0,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547007,0,1,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547007,2,0,131,5.2381,0,7.13,9.67,19.97,28.35,15.9,16.14,2.85
2019,SP,3547007,2,1,131,5.2381,0,7.13,9.67,19.97,28.35,15.9,16.14,2.85
2019,SP,3547007,5,0,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547007,5,1,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547007,6,0,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547007,6,1,194,5.1379,0,8,14.73,21.07,24.91,14.37,14.95,1.97
2019,SP,3547205,0,0,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,0,1,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,2,0,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,2,1,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,5,0,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,5,1,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,6,0,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547205,6,1,35,5.4817,0,0,3.03,25.76,28.79,14.14,25.51,2.78
2019,SP,3547304,0,0,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547304,0,1,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547304,2,0,173,5.5979,0,0.66,2.34,18.12,26.55,24.12,24.81,3.39
2019,SP,3547304,2,1,173,5.5979,0,0.66,2.34,18.12,26.55,24.12,24.81,3.39
2019,SP,3547304,3,0,4591,5.2839,0.18,4.74,11.63,20.75,24.22,19.76,16.86,1.87
2019,SP,3547304,3,1,4591,5.2839,0.18,4.74,11.63,20.75,24.22,19.76,16.86,1.87
2019,SP,3547304,5,0,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547304,5,1,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547304,6,0,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547304,6,1,4764,5.2946,0.17,4.6,11.31,20.66,24.3,19.91,17.13,1.92
2019,SP,3547502,0,0,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
2019,SP,3547502,0,1,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
2019,SP,3547502,2,0,264,5.3715,0.32,3.49,5.99,20.78,26.89,21.49,19.84,1.19
2019,SP,3547502,2,1,264,5.3715,0.32,3.49,5.99,20.78,26.89,21.49,19.84,1.19
2019,SP,3547502,3,0,221,5.3151,0.43,4.84,6.67,20.86,24.01,25.97,16.32,0.89
2019,SP,3547502,3,1,221,5.3151,0.43,4.84,6.67,20.86,24.01,25.97,16.32,0.89
2019,SP,3547502,5,0,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
2019,SP,3547502,5,1,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
2019,SP,3547502,6,0,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
2019,SP,3547502,6,1,485,5.3467,0.37,4.08,6.29,20.81,25.63,23.46,18.29,1.06
