sk_municipio,sk_tempo,sk_rede,despesa_liquidada_educacao,desp_liq_fundamental,desp_liq_infantil,despesa_empenhada_educacao,desp_emp_fundamental,desp_emp_infantil,mat_creche,mat_pre_escola,mat_anos_iniciais,mat_anos_finais,mat_especial_classes_comuns,docentes_iniciais,docentes_finais,turmas_iniciais,turmas_finais,escolas_creche,escolas_pre_escola,escolas_iniciais,escolas_finais,ideb_iniciais,ideb_meta_iniciais,rendimento_iniciais,saeb_mat_iniciais,saeb_lp_iniciais,saeb_nota_iniciais,ideb_finais,ideb_meta_finais,rendimento_finais,saeb_mat_finais,saeb_lp_finais,saeb_nota_finais,inse_score,inse_classificacao,qtd_alunos_inse
3543907,2023,2,,,,,,,21,0,148,7357,0,0,0,0,0,1,0,1,17,7.1,,0.99301,261.77,233.14,7.198573,5.4,,0.985731,260.32,265.88,5.436667,,,
3543907,2023,3,284472956.35,182782787.88,70731057.41,287424483.91,184168311.33,70843807.54,3856,4015,9391,140,647,606,22,468,9,45,27,28,1,6.2,,0.976444,233.04,218.78,6.389199,,,,,,,,,
3548906,2023,2,,,,,,,25,32,6132,8123,0,0,0,0,0,1,1,15,25,7.1,,0.996993,254.81,238.53,7.163748,5.5,,0.982411,265.81,268.5,5.571833,,,
3548906,2023,3,313862591.64,31577483.12,34335877.35,333395138.83,36564502.22,41825371.01,4337,4649,5594,809,1184,329,58,227,29,50,38,10,2,6.2,,0.982452,230.97,216.22,6.30315,5.9,,0.976839,278.66,280.75,5.990167,,,
3555000,2023,2,,,,,,,0,0,998,2372,0,0,0,0,0,0,0,6,6,6.8,,0.995992,246.33,226.9,6.790461,5.3,,0.97066,263.5,264.19,5.4615,,,
3555000,2023,3,83201263.52,51481142.34,29210036.17,84191893.28,52432217.04,29241353.75,1166,1124,2036,0,160,171,0,113,0,8,9,11,0,6.7,,0.999197,244.69,226.01,6.742982,,,,,,,,,
3556602,2023,2,,,,,,,0,0,0,423,0,0,0,0,0,0,0,0,2,,,,,,,5.7,,0.995478,277.01,268.67,5.761333,,,
3556602,2023,3,13572426.31,8942670.83,3928130.15,15337528.86,8948359.53,5687494.0,183,199,502,0,24,30,0,26,0,3,2,2,0,6.5,,0.99778,238.96,222.19,6.564176,,,,,,,,,
3501400,2024,2,,,,,,,0,0,0,172,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501400,2024,3,7146834.75,4514305.56,447621.68,7345042.59,4653445.84,452848.68,81,84,203,0,10,16,0,11,0,1,1,1,0,,,,,,,,,,,,,,,
3501509,2024,2,,,,,,,0,0,0,186,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501509,2024,3,,,,,,,100,92,195,0,25,16,0,12,0,1,1,1,0,,,,,,,,,,,,,,,
3502804,2024,2,,,,,,,14,0,0,6819,0,0,0,0,0,1,0,0,24,,,,,,,,,,,,,,,
3502804,2024,3,275915928.66,119369620.32,107347305.89,281346216.25,121139593.0,109515299.47,3541,3486,9181,0,735,460,8,367,6,39,40,30,0,,,,,,,,,,,,,,,
3503208,2024,2,,,,,,,26,0,5542,6048,0,0,0,0,0,1,0,12,21,,,,,,,,,,,,,,,
3503208,2024,3,370264441.12,182747760.48,171591888.9,386794299.96,193596130.51,176205549.57,5477,4337,5130,2477,913,324,159,246,106,46,45,15,11,,,,,,,,,,,,,,,
3504008,2024,2,,,,,,,5,0,0,3797,0,0,0,0,0,1,0,0,12,,,,,,,,,,,,,,,
3504008,2024,3,186008472.18,76663849.93,47034863.36,189839449.2,78604794.08,47147877.74,1742,1544,4949,0,488,460,0,219,0,14,17,19,0,,,,,,,,,,,,,,,
3506003,2024,2,,,,,,,29,0,9506,12029,0,0,0,0,0,1,0,28,39,,,,,,,,,,,,,,,
3506003,2024,3,418345058.11,185393244.55,197805691.22,425953735.25,188454988.37,202117922.11,5295,5528,7024,1498,1504,352,79,274,54,70,69,16,5,,,,,,,,,,,,,,,
3507506,2024,2,,,,,,,54,0,0,3318,0,0,0,0,0,2,0,0,14,,,,,,,,,,,,,,,
3507506,2024,3,205360606.62,108910806.29,72790917.41,208612416.17,110274550.09,73410674.04,1942,1982,6956,2277,410,378,96,266,88,21,28,24,5,,,,,,,,,,,,,,,
3514403,2024,2,,,,,,,0,0,0,1507,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,
3514403,2024,3,,,,,,,1098,791,1934,74,131,179,34,102,9,9,9,9,2,,,,,,,,,,,,,,,
3516606,2024,2,,,,,,,0,0,0,236,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3516606,2024,3,11148681.4,6004393.03,3346073.36,11151027.15,6005950.34,3346828.95,135,131,336,0,18,24,0,19,0,1,1,1,0,,,,,,,,,,,,,,,
3516705,2024,2,,,,,,,0,0,0,1648,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,
3516705,2024,3,55852045.19,30651304.5,16766326.7,57477199.93,31791770.01,17082845.52,790,847,1960,0,107,166,7,88,2,16,10,9,0,,,,,,,,,,,,,,,
3517703,2024,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2024,3,42930762.63,34036356.63,7092203.42,48852927.69,39728902.43,7111463.42,309,300,1051,843,70,72,46,55,37,6,4,6,2,,,,,,,,,,,,,,,
3525300,2024,2,,,,,,,0,0,0,3980,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,
3525300,2024,3,163320180.07,76316501.89,59080642.72,169348534.3,77269091.72,61790528.25,1505,2252,5705,562,390,288,41,252,26,32,26,19,1,,,,,,,,,,,,,,,
3526001,2024,2,,,,,,,0,0,0,935,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3526001,2024,3,35044633.48,17826569.46,12951028.12,35500143.57,17826569.46,13406538.21,585,361,1112,0,61,73,0,52,0,5,5,3,0,,,,,,,,,,,,,,,
3527108,2024,2,,,,,,,0,0,2565,2515,0,0,0,0,0,0,0,8,10,,,,,,,,,,,,,,,
3527108,2024,3,93230806.3,31259009.98,45415303.91,93915376.8,31650723.25,45686433.19,770,1455,988,351,284,53,27,42,16,13,11,5,1,,,,,,,,,,,,,,,
3527702,2024,2,,,,,,,0,0,0,242,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3527702,2024,3,10378822.19,6358633.53,3574831.77,10485926.19,6457633.53,3582191.77,148,131,354,0,23,21,0,16,0,1,1,1,0,,,,,,,,,,,,,,,
3529005,2024,2,,,,,,,8,0,2026,7892,0,0,0,0,0,1,0,11,30,,,,,,,,,,,,,,,
3529005,2024,3,301260262.57,98890698.2,108626995.0,326518841.27,112606087.66,115386949.69,5111,4970,8736,0,809,438,3,355,2,40,29,21,0,,,,,,,,,,,,,,,
3533700,2024,2,,,,,,,0,0,0,239,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3533700,2024,3,9942772.69,5677138.81,3164423.4,10051437.99,5680719.41,3268570.95,138,119,277,0,20,22,0,14,0,1,1,1,0,,,,,,,,,,,,,,,
3534005,2024,2,,,,,,,0,0,0,281,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3534005,2024,3,10720250.17,8843983.63,1785846.54,10720250.17,8843983.63,1785846.54,119,122,322,0,19,23,0,20,0,1,1,1,0,,,,,,,,,,,,,,,
3534708,2024,2,,,,,,,0,0,393,2842,0,0,0,0,0,0,0,4,12,,,,,,,,,,,,,,,
3534708,2024,3,171232461.44,105620523.86,62848945.2,171368087.64,105733084.65,62871942.51,1554,2059,4706,1642,332,342,127,229,67,20,21,12,3,,,,,,,,,,,,,,,
3540002,2024,2,,,,,,,0,0,0,801,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3540002,2024,3,40289006.96,20729430.67,13788964.22,40532901.52,20815014.99,13947274.46,386,411,1075,0,88,74,0,57,0,4,4,3,0,,,,,,,,,,,,,,,
3541406,2024,2,,,,,,,20,0,0,7058,0,0,0,0,0,1,0,0,26,,,,,,,,,,,,,,,
3541406,2024,3,267466875.27,145281116.09,110693087.38,269584066.71,147374628.45,110716766.46,4083,3989,9804,0,881,429,4,418,4,34,38,32,0,,,,,,,,,,,,,,,
3541703,2024,2,,,,,,,0,0,0,453,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3541703,2024,3,,,,,,,324,298,689,0,35,49,0,36,0,3,3,2,0,,,,,,,,,,,,,,,
3543907,2024,2,,,,,,,18,0,147,7180,0,0,0,0,0,1,0,1,17,,,,,,,,,,,,,,,
3543907,2024,3,296474232.98,186620368.5,83275876.99,297833896.05,186670437.93,83282867.43,3974,3927,9357,140,720,673,20,462,9,46,27,28,1,,,,,,,,,,,,,,,
3548906,2024,2,,,,,,,37,23,6058,8112,0,0,0,0,0,1,1,15,25,,,,,,,,,,,,,,,
3548906,2024,3,118555138.08,14908993.27,12629462.56,172364038.27,32162294.87,19784863.3,4141,4475,5760,847,1494,312,66,230,30,51,38,10,2,,,,,,,,,,,,,,,
3555000,2024,2,,,,,,,0,0,966,2286,0,0,0,0,0,0,0,6,8,,,,,,,,,,,,,,,
3555000,2024,3,84198441.43,43790519.85,37796477.25,84698307.52,44214701.36,37872161.83,1248,1049,2081,0,175,224,0,113,0,8,9,11,0,,,,,,,,,,,,,,,
3556602,2024,2,,,,,,,0,0,0,435,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3556602,2024,3,15763605.21,10096275.09,4838675.46,15813000.25,10106415.18,4877048.59,184,234,470,0,32,31,0,25,0,3,2,2,0,,,,,,,,,,,,,,,
3501400,2025,2,,,,,,,0,0,0,159,0,0,0,0,0,0,0,0,1,,,,,,,4.8,,1.0,244.98,245.75,4.8455,,,
3501400,2025,3,6884734.76,4896276.47,696316.73,7780516.19,4944597.93,1144795.75,84,72,189,0,14,16,0,11,0,1,1,1,0,6.3,,1.0,237.33,210.95,6.328706,,,,,,,,,
3501509,2025,2,,,,,,,0,0,0,163,0,0,0,0,0,0,0,0,1,,,,,,,4.7,,1.0,243.82,239.53,4.7225,,,
3501509,2025,3,,,,,,,98,87,221,0,14,17,0,13,0,1,1,1,0,6.2,,1.0,232.75,207.75,6.183119,,,,,,,,,
3502804,2025,2,,,,,,,15,0,0,6814,0,0,0,0,0,1,0,0,24,,,,,,,5.5,,0.98397,268.8,268.97,5.6295,,,
3502804,2025,3,272611887.32,105162185.96,112270581.56,294733129.79,112548170.79,124756891.79,3286,3286,9080,0,770,453,11,362,6,39,40,30,0,7.2,,0.99577,258.35,238.89,7.237851,,,,,,,,,
3503208,2025,2,,,,,,,20,0,5512,6028,0,0,0,0,0,1,0,12,21,7.0,,0.995997,251.26,234.37,7.020364,5.4,,0.981986,263.2,266.55,5.495833,,,
3503208,2025,3,390515532.02,188444020.64,181164417.6,422349041.4,209612531.92,190557372.82,5324,4130,5067,2480,723,322,157,244,107,48,47,15,11,6.2,,0.992789,226.32,215.4,6.1995,5.3,,0.961831,263.75,265.29,5.484,,,
3504008,2025,2,,,,,,,10,0,0,3778,0,0,0,0,0,1,0,0,12,,,,,,,5.2,,0.967712,262.7,260.96,5.394333,,,
3504008,2025,3,211332607.92,87747380.24,54501878.77,222589144.6,96442093.55,56742434.9,1623,1557,4726,0,410,405,0,212,0,15,17,19,0,6.7,,0.998399,240.9,225.59,6.663017,,,,,,,,,
3506003,2025,2,,,,,,,35,0,9180,12429,0,0,0,0,0,1,0,28,39,6.3,,0.988993,232.82,216.16,6.337364,4.9,,0.952328,253.6,254.36,5.132667,,,
3506003,2025,3,420933792.93,189990047.45,193439506.52,432510293.07,195294768.18,199695432.93,5183,5413,7017,1540,1125,346,83,273,54,71,71,16,5,5.8,,0.977251,220.74,208.36,5.965012,5.3,,0.941098,267.94,272.15,5.668167,,,
3507506,2025,2,,,,,,,56,0,0,3409,0,0,0,0,0,2,0,0,14,,,,,,,4.8,,0.945495,250.0,251.57,5.026167,,,
3507506,2025,3,225449237.86,116991668.48,83119753.05,232450184.88,120961423.68,84637062.89,1826,1849,6900,2355,479,371,107,267,91,21,28,24,5,6.7,,0.998399,243.68,226.47,6.732071,5.5,,0.976345,269.0,267.78,5.613,,,
3514403,2025,2,,,,,,,0,0,0,1494,0,0,0,0,0,0,0,0,4,,,,,,,5.6,,0.98447,269.96,268.55,5.641833,,,
3514403,2025,3,,,,,,,1020,791,1885,77,175,182,38,101,10,9,9,9,2,6.9,,0.997191,248.57,230.9,6.905937,5.6,,1.0,265.89,271.52,5.6235,,,
3516606,2025,2,,,,,,,0,0,0,238,0,0,0,0,0,0,0,0,1,,,,,,,5.0,,1.0,245.78,251.63,4.956833,,,
3516606,2025,3,13632931.02,7484105.51,4405799.5,13632931.02,7484105.51,4405799.5,112,131,330,0,12,23,0,19,0,1,1,1,0,6.5,,0.997168,239.03,219.64,6.519149,,,,,,,,,
3516705,2025,2,,,,,,,0,0,0,1581,0,0,0,0,0,0,0,0,6,,,,,,,5.0,,0.988945,253.72,249.44,5.052667,,,
3516705,2025,3,59415105.13,31706829.75,19347513.46,60300240.45,32091042.29,19612577.66,787,840,1925,0,107,183,0,94,0,15,10,9,0,6.2,,0.993992,229.33,215.13,6.252034,,,,,,,,,
3517703,2025,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2025,3,43860170.37,33760862.14,8321215.51,43917429.01,33818120.78,8321215.51,280,321,1049,821,102,75,49,55,38,5,4,6,2,6.0,,0.997984,222.12,207.13,5.968984,4.6,,0.933257,248.83,243.84,4.877833,,,
3525300,2025,2,,,,,,,0,0,0,3907,0,0,0,0,0,0,0,0,13,,,,,,,5.2,,0.973043,260.34,262.15,5.374833,,,
3525300,2025,3,175352033.14,84650696.86,62547345.57,190443500.84,94421524.43,62766815.86,1520,2119,5711,478,262,307,40,255,24,32,26,19,1,6.6,,1.0,236.27,224.8,6.560295,5.2,,0.984887,258.08,260.53,5.310167,,,
3526001,2025,2,,,,,,,0,0,0,930,0,0,0,0,0,0,0,0,2,,,,,,,5.9,,0.970892,285.44,281.43,6.1145,,,
3526001,2025,3,39618509.96,19860904.2,15628546.49,40078601.67,19862941.44,16086600.96,523,425,1045,0,61,75,0,49,0,5,5,3,0,8.0,,1.0,284.32,255.98,8.044189,,,,,,,,,
3527108,2025,2,,,,,,,0,0,2561,2495,0,0,0,0,0,0,0,8,10,6.5,,0.986985,238.19,224.08,6.583845,5.0,,0.953697,256.72,258.0,5.245333,,,
3527108,2025,3,101789529.57,33529844.71,48113590.66,102510464.03,33611538.29,48688275.61,736,1389,992,337,269,57,28,43,16,13,11,5,1,6.8,,1.0,245.73,228.77,6.813011,5.6,,1.0,269.43,264.75,5.569667,,,
3527702,2025,2,,,,,,,0,0,0,222,0,0,0,0,0,0,0,0,1,,,,,,,6.2,,0.991427,297.33,280.07,6.29,,,
3527702,2025,3,12701202.05,7210972.24,5029934.42,12722792.94,7212507.19,5049990.36,159,116,357,0,15,19,0,16,0,1,1,1,0,6.7,,1.0,250.78,215.38,6.665931,,,,,,,,,
3529005,2025,2,,,,,,,7,0,1974,7752,0,0,0,0,0,1,0,11,30,7.2,,0.997197,260.28,235.14,7.206501,5.1,,0.968726,257.6,258.67,5.271167,,,
3529005,2025,3,342508402.03,119095475.42,132306682.34,353278568.21,120920015.25,140889759.91,4887,4701,8717,0,766,401,3,359,2,40,29,21,0,7.1,,0.998599,255.97,233.86,7.100976,,,,,,,,,
3533700,2025,2,,,,,,,0,0,0,245,0,0,0,0,0,0,0,0,1,,,,,,,5.1,,0.991541,255.65,254.37,5.167,,,
3533700,2025,3,12024227.43,6933035.65,4083568.17,12035257.24,6935345.48,4086002.23,150,112,262,0,11,22,0,13,0,1,1,1,0,6.5,,1.0,237.47,221.83,6.529196,,,,,,,,,
3534005,2025,2,,,,,,,0,0,0,263,0,0,0,0,0,0,0,0,1,,,,,,,4.7,,0.955044,250.76,244.07,4.913833,,,
3534005,2025,3,11869831.7,10656555.02,1103134.28,11869831.7,10656555.02,1103134.28,123,126,327,0,17,23,0,20,0,1,1,1,0,6.9,,1.0,251.42,228.76,6.921417,,,,,,,,,
3534708,2025,2,,,,,,,0,0,382,2779,0,0,0,0,0,0,0,4,12,6.8,,0.997735,245.32,227.89,6.789187,5.3,,0.978289,263.25,264.26,5.4585,,,
3534708,2025,3,163190535.26,96087926.73,64696845.24,163231749.12,96129140.59,64696845.24,1597,1906,4694,1567,473,304,105,237,68,20,21,12,3,6.6,,0.9812,245.67,226.48,6.77023,5.2,,0.965314,263.26,259.23,5.374833,,,
3540002,2025,2,,,,,,,0,0,0,843,0,0,0,0,0,0,0,0,2,,,,,,,5.5,,0.976247,265.17,270.05,5.587,,,
3540002,2025,3,47964725.98,26658702.73,14487134.67,47964725.99,26658702.74,14487134.67,383,412,1084,0,90,85,0,58,0,4,4,3,0,7.2,,1.0,258.06,235.54,7.171407,,,,,,,,,
3541406,2025,2,,,,,,,24,0,0,7038,0,0,0,0,0,1,0,0,26,,,,,,,5.4,,0.963289,267.09,268.28,5.5895,,,
3541406,2025,3,299940651.82,151590781.29,131317136.04,300213024.97,151815871.82,131364418.66,3996,3711,9849,0,1019,436,4,427,4,34,38,32,0,6.6,,0.975356,242.91,228.91,6.76174,,,,,,,,,
3541703,2025,2,,,,,,,0,0,0,466,0,0,0,0,0,0,0,0,1,,,,,,,5.0,,0.983739,258.63,247.11,5.095667,,,
3541703,2025,3,,,,,,,324,275,681,0,38,45,0,36,0,3,3,2,0,6.7,,1.0,244.63,223.43,6.694928,,,,,,,,,
3543907,2025,2,,,,,,,11,0,147,7034,0,0,0,0,0,1,0,1,17,7.7,,1.0,265.62,256.28,7.692773,5.4,,0.979188,263.09,268.31,5.523333,,,
3543907,2025,3,337549773.33,203521055.87,97941238.5,341005574.48,205735386.32,99174972.18,3947,3643,9430,120,749,609,19,459,10,46,28,28,1,6.3,,0.98547,233.32,219.82,6.413452,5.2,,0.930148,264.76,270.08,5.580667,,,
3548906,2025,2,,,,,,,36,19,6134,8146,0,0,0,0,0,1,1,15,25,7.6,,0.995194,268.75,248.58,7.612506,5.7,,0.983712,273.27,273.36,5.777167,,,
3548906,2025,3,364114703.13,35814902.09,36783262.52,382072685.42,37657479.38,46882909.54,3759,4263,5788,881,1070,290,58,230,30,51,38,11,2,6.5,,0.990739,238.57,222.8,6.567824,5.3,,0.974514,259.69,266.71,5.44,,,
3555000,2025,2,,,,,,,0,0,1033,2328,0,0,0,0,0,0,0,6,9,7.3,,0.993964,263.17,240.18,7.35329,5.3,,0.985145,262.27,261.12,5.389833,,,
3555000,2025,3,90333278.24,43911551.23,42749308.41,92652080.95,44686333.81,44289525.96,1270,1035,1953,0,130,213,0,115,0,9,9,11,0,6.7,,0.999599,243.56,227.05,6.740326,,,,,,,,,
3556602,2025,2,,,,,,,0,0,0,398,0,0,0,0,0,0,0,0,2,,,,,,,5.8,,0.980631,274.87,281.46,5.938833,,,
3556602,2025,3,17140656.52,10556050.82,5686664.67,17161295.73,10574559.73,5688794.97,193,217,504,0,44,34,0,26,0,3,2,2,0,6.3,,0.995976,229.28,217.01,6.285262,,,,,,,,,
