sk_municipio,sk_tempo,sk_rede,despesa_liquidada_educacao,desp_liq_fundamental,desp_liq_infantil,despesa_empenhada_educacao,desp_emp_fundamental,desp_emp_infantil,mat_creche,mat_pre_escola,mat_anos_iniciais,mat_anos_finais,mat_especial_classes_comuns,docentes_iniciais,docentes_finais,turmas_iniciais,turmas_finais,escolas_creche,escolas_pre_escola,escolas_iniciais,escolas_finais,ideb_iniciais,ideb_meta_iniciais,rendimento_iniciais,saeb_mat_iniciais,saeb_lp_iniciais,saeb_nota_iniciais,ideb_finais,ideb_meta_finais,rendimento_finais,saeb_mat_finais,saeb_lp_finais,saeb_nota_finais,inse_score,inse_classificacao,qtd_alunos_inse
3541406,2017,3,161133707.47,79237211.74,70269940.25,161677040.67,79780544.94,70269940.25,4223,3848,9266,0,285,332,4,344,4,36,33,30,0,6.5,6.1,0.967599,242.38,229.01,6.753443,,,,,,,,,
3541703,2017,2,,,,,,,0,0,0,448,0,0,0,0,0,0,0,0,1,,,,,,,4.0,4.8,0.90873,234.22,233.09,4.455167,,,
3541703,2017,3,,,,,,,320,319,786,0,25,48,0,35,0,2,4,3,0,6.7,6.3,1.0,238.26,228.5,6.665545,,,,,,,,,
3543907,2017,2,,,,,,,0,0,231,7704,0,0,0,0,0,0,0,2,18,7.5,6.2,0.974427,269.98,250.1,7.663616,5.3,6.1,0.939628,268.23,271.55,5.663,,,
3543907,2017,3,151884660.39,92709613.9,38591140.03,153927569.77,93545187.49,39333832.05,3932,4110,9397,149,368,508,26,421,12,38,25,25,1,6.8,6.6,0.972229,246.12,235.73,6.946999,,,0.959753,,,,,,
3548906,2017,2,,,,,,,42,19,6486,7648,0,0,0,0,0,1,1,18,25,7.2,6.8,0.997389,256.53,242.5,7.268754,5.4,5.7,0.979197,264.51,266.46,5.516167,,,
3548906,2017,3,149102970.68,51122099.48,94425395.37,154061063.54,52772725.61,97466861.03,4564,4189,5046,718,301,322,51,200,26,47,32,9,2,7.0,6.2,0.965784,256.02,240.85,7.229022,5.7,5.9,0.962539,279.84,277.14,5.949667,,,
3555000,2017,2,,,,,,,0,0,1026,2265,0,0,0,0,0,0,0,6,6,6.7,6.6,0.970322,248.35,228.67,6.861193,4.9,5.4,0.962782,250.69,252.12,5.046833,,,
3555000,2017,3,35975615.23,18428910.84,14493566.38,38045864.76,20420402.97,14572323.78,1011,1078,1860,0,69,123,4,103,2,7,8,10,0,6.8,6.4,0.985883,248.86,228.64,6.87038,,,,,,,,,
3556602,2017,2,,,,,,,0,0,0,484,0,0,0,0,0,0,0,0,2,,,,,,,5.2,6.1,0.998241,256.11,254.47,5.176333,,,
3556602,2017,3,7435572.46,4742537.75,2251319.69,7436394.46,4742537.75,2252141.69,196,228,598,0,15,35,0,31,0,3,2,2,0,6.2,6.0,0.982202,235.17,212.38,6.313484,,,,,,,,,
3501400,2018,2,,,,,,,0,0,0,177,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501400,2018,3,,,,,,,0,88,267,0,6,20,0,15,0,0,1,1,0,,,,,,,,,,,,,,,
3501509,2018,2,,,,,,,0,0,0,196,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501509,2018,3,3796155.67,2491116.67,1268464.77,3829638.44,2503200.67,1289863.54,121,83,237,0,18,19,0,12,0,1,1,1,0,,,,,,,,,,,,,,,
3502804,2018,2,,,,,,,19,7,2,6130,0,0,0,0,0,1,1,2,24,,,,,,,,,,,,,,,
3502804,2018,3,140703068.34,67721570.57,53893448.01,142584722.36,68826611.15,54214087.72,4706,4821,8464,0,318,412,9,354,6,36,39,30,0,,,,,,,,,,,,,,,
3503208,2018,2,,,,,,,31,0,5396,5931,0,0,0,0,0,1,0,14,21,,,,,,,,,,,,,,,
3503208,2018,3,198348227.03,93716632.75,80902703.12,203306274.56,96203930.89,83194668.88,5852,4509,4825,2536,414,283,162,215,105,41,41,14,11,,,,,,,,,,,,,,,
3504008,2018,2,,,,,,,9,4,61,3842,0,0,0,0,0,1,1,3,12,,,,,,,,,,,,,,,
3504008,2018,3,98190862.17,44185788.35,23191264.55,100340358.4,44832075.46,23436949.55,2040,2067,5064,0,172,326,0,211,0,15,19,19,0,,,,,,,,,,,,,,,
3506003,2018,2,,,,,,,40,0,9799,12646,0,0,0,0,0,1,0,30,37,,,,,,,,,,,,,,,
3506003,2018,3,195883753.54,91402274.67,90176526.72,199339741.58,92753944.54,92090732.41,4484,5623,7030,1425,395,314,79,271,56,64,64,16,5,,,,,,,,,,,,,,,
3507506,2018,2,,,,,,,65,0,4,3835,0,0,0,0,0,2,0,1,14,,,,,,,,,,,,,,,
3507506,2018,3,99369435.14,73305231.15,16664038.89,101035805.53,74538448.49,16786876.65,2357,2156,6542,1941,185,279,83,272,76,23,24,21,4,,,,,,,,,,,,,,,
3514403,2018,2,,,,,,,0,0,0,1560,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,
3514403,2018,3,,,,,,,1036,793,2110,77,71,177,19,104,8,9,9,9,2,,,,,,,,,,,,,,,
3516606,2018,2,,,,,,,0,0,0,241,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3516606,2018,3,6188222.4,3369686.08,2002046.77,6610066.88,3786136.08,2007441.25,110,148,363,0,7,22,0,19,0,1,1,1,0,,,,,,,,,,,,,,,
3516705,2018,2,,,,,,,0,0,0,1583,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,
3516705,2018,3,33156701.07,20330130.35,8175438.63,34262239.19,21401927.16,8190244.91,666,932,2246,0,49,167,0,101,0,18,11,9,0,,,,,,,,,,,,,,,
3517703,2018,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2018,3,25885908.14,18411388.46,6380084.04,25885908.14,18411388.46,6380084.04,262,285,1173,1052,91,77,54,64,42,6,5,6,1,,,,,,,,,,,,,,,
3525300,2018,2,,,,,,,0,0,33,4342,0,0,0,0,0,0,0,3,13,,,,,,,,,,,,,,,
3525300,2018,3,98765862.47,54638914.96,36111703.97,99721598.12,55324313.01,36213655.46,1284,2290,6277,639,343,340,53,277,34,28,26,19,1,,,,,,,,,,,,,,,
3526001,2018,2,,,,,,,0,0,0,855,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3526001,2018,3,18619265.45,12427666.41,5067544.4,18953534.97,12657666.41,5171813.92,534,438,1187,0,20,71,0,53,0,4,7,3,0,,,,,,,,,,,,,,,
3527108,2018,2,,,,,,,0,0,2876,2460,0,0,0,0,0,0,0,14,10,,,,,,,,,,,,,,,
3527108,2018,3,49833314.65,18368814.78,24561340.25,51510122.15,19264319.74,24997221.74,947,1510,839,0,93,66,6,35,2,13,8,4,0,,,,,,,,,,,,,,,
3527702,2018,2,,,,,,,0,0,0,228,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3527702,2018,3,5378524.38,3426639.61,1636105.45,5686586.78,3734702.01,1636105.45,148,135,349,0,3,19,0,17,0,1,1,1,0,,,,,,,,,,,,,,,
3529005,2018,2,,,,,,,17,0,2846,7563,0,0,0,0,0,1,0,11,28,,,,,,,,,,,,,,,
3529005,2018,3,160852514.1,60804427.47,67375312.95,162546702.82,61297253.45,68431765.41,4691,4868,7995,0,236,404,2,334,2,37,28,20,0,,,,,,,,,,,,,,,
3533700,2018,2,,,,,,,0,0,0,199,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3533700,2018,3,5212459.56,2947308.6,1966280.22,5284669.34,2947426.92,2038073.18,126,123,321,0,2,18,0,14,0,1,1,1,0,,,,,,,,,,,,,,,
3534005,2018,2,,,,,,,0,0,0,267,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3534005,2018,3,4597740.57,3622609.51,862935.04,4597740.57,3622609.51,862935.04,89,141,324,0,9,19,0,20,0,1,1,1,0,,,,,,,,,,,,,,,
3534708,2018,2,,,,,,,0,0,610,2780,0,0,0,0,0,0,0,6,13,,,,,,,,,,,,,,,
3534708,2018,3,85458037.88,71748412.27,11900980.47,87645850.88,73164685.51,12510088.2,1335,2240,5222,1516,234,366,94,239,62,17,23,12,3,,,,,,,,,,,,,,,
3540002,2018,2,,,,,,,0,0,0,666,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3540002,2018,3,18492701.63,10042005.86,6828872.43,18503740.41,10052831.74,6829085.33,360,440,980,0,27,63,0,53,0,3,3,3,0,,,,,,,,,,,,,,,
3541406,2018,2,,,,,,,31,0,95,7269,0,0,0,0,0,1,0,4,26,,,,,,,,,,,,,,,
3541406,2018,3,164953589.22,83273727.24,71196669.56,164954874.69,83273742.6,71197939.67,4363,3812,9472,0,315,395,4,360,4,36,34,31,0,,,,,,,,,,,,,,,
3541703,2018,2,,,,,,,0,0,0,438,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3541703,2018,3,,,,,,,306,318,758,0,20,54,0,36,0,2,3,3,0,,,,,,,,,,,,,,,
3543907,2018,2,,,,,,,26,0,250,7614,0,0,0,0,0,1,0,4,18,,,,,,,,,,,,,,,
3543907,2018,3,179788019.22,101203425.78,57426271.69,182459472.21,102744780.74,57790531.01,4189,4014,9527,160,410,568,23,439,9,39,26,25,2,,,,,,,,,,,,,,,
3548906,2018,2,,,,,,,43,24,6163,7918,0,0,0,0,0,1,1,18,25,,,,,,,,,,,,,,,
3548906,2018,3,179300473.33,4036435.07,32170697.8,185370905.98,4451069.68,36466863.32,4782,4382,5062,756,306,308,60,199,28,47,33,9,2,,,,,,,,,,,,,,,
3555000,2018,2,,,,,,,0,0,995,2200,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,
3555000,2018,3,40597128.25,21644857.61,15582094.46,40862999.22,21861660.33,15629549.81,1018,1110,1944,0,67,144,4,105,2,7,8,10,0,,,,,,,,,,,,,,,
3556602,2018,2,,,,,,,0,0,0,460,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3556602,2018,3,8187365.65,5127062.89,2624997.73,8422328.67,5355225.69,2631797.95,185,239,560,0,18,27,0,26,0,3,2,2,0,,,,,,,,,,,,,,,
3501400,2019,2,,,,,,,0,0,0,197,0,0,0,0,0,0,0,0,1,,,,,,,4.9,5.6,0.96738,246.76,254.39,5.019167,5.1135,Nível IV,56.0
3501400,2019,3,3650631.64,3125606.54,329765.0,3651141.64,3126011.54,329765.0,0,89,251,0,4,19,0,15,0,0,1,1,0,6.3,6.1,1.0,240.06,206.65,6.302623,,,,,,,4.971,Nível IV,48.0
3501509,2019,2,,,,,,,0,0,0,180,0,0,0,0,0,0,0,0,1,,,,,,,5.2,5.3,0.992589,260.12,251.49,5.1935,5.0915,Nível IV,55.0
3501509,2019,3,4352318.75,2802346.72,1314338.25,4395577.15,2845605.12,1314338.25,111,73,248,0,21,17,0,12,0,1,1,1,0,6.6,6.3,0.995935,237.65,227.98,6.644449,,,,,,,5.0021,Nível IV,41.0
3502804,2019,2,,,,,,,18,2,2,6427,0,0,0,0,0,1,1,1,24,,,,,,,5.4,5.8,0.972077,266.71,264.79,5.525,5.3448,Nível IV,2585.0
3502804,2019,3,156917932.35,73826964.84,60585893.96,166782968.76,77866642.8,65858311.05,4504,5038,8721,0,356,444,11,362,6,39,39,30,0,6.9,6.8,0.969561,253.88,239.03,7.155091,,,,,,,5.3052,Nível IV,1519.0
3503208,2019,2,,,,,,,32,0,5474,5980,0,0,0,0,0,1,0,13,21,7.1,7.1,1.0,255.04,237.05,7.141228,5.4,6.4,0.975687,264.79,265.36,5.5025,5.4,Nível IV,3740.0
3503208,2019,3,209456322.21,101024709.08,84515733.58,212393441.66,101923088.73,86515304.09,5696,4665,5044,2319,439,295,149,228,98,43,42,14,11,6.3,6.7,0.982947,232.23,219.22,6.381741,5.2,5.9,0.958992,259.23,264.21,5.390667,5.3309,Nível IV,1413.0
3504008,2019,2,,,,,,,10,0,0,3851,0,0,0,0,0,1,0,0,12,,,,,,,5.3,6.1,0.947085,269.09,266.97,5.601,5.4934,Nível V,1501.0
3504008,2019,3,107383638.48,43816697.83,26994053.41,109038011.29,44363434.66,27114108.69,1904,1951,5069,0,194,328,0,215,0,14,19,20,0,6.5,6.5,0.980975,239.64,222.64,6.585335,,5.1,,,,,5.4248,Nível IV,965.0
3506003,2019,2,,,,,,,48,0,9695,12552,0,0,0,0,0,1,0,29,38,6.6,6.8,0.987003,243.81,222.8,6.667824,4.9,5.9,0.938355,256.39,255.5,5.198167,5.4236,Nível IV,6912.0
3506003,2019,3,222102888.57,98569062.88,102587108.11,231384749.67,102728606.03,107263764.62,4405,5703,7046,1443,406,333,80,272,55,65,65,16,5,6.1,6.2,0.972921,228.16,217.42,6.271342,5.0,6.1,0.892112,266.69,268.57,5.587667,5.4263,Nível IV,1492.0
3507506,2019,2,,,,,,,73,0,1,3631,0,0,0,0,0,2,0,1,14,,6.6,,,,,4.8,5.5,0.930146,256.61,253.92,5.1755,5.388,Nível IV,1615.0
3507506,2019,3,110578691.18,72449583.19,28367498.0,111832936.99,73314416.88,28412914.26,2285,2178,6609,2135,199,272,83,263,78,23,25,21,4,6.6,6.5,0.98895,241.72,223.18,6.634848,5.2,5.3,0.910583,274.31,268.99,5.721667,5.3926,Nível IV,1443.0
3514403,2019,2,,,,,,,0,0,0,1488,0,0,0,0,0,0,0,0,4,,,,,,,5.4,6.1,0.950133,275.29,263.66,5.649167,5.486,Nível V,662.0
3514403,2019,3,,,,,,,1065,833,2093,77,77,165,20,101,9,9,9,9,2,6.6,6.7,0.988054,246.07,223.47,6.723136,,5.7,,,,,5.4205,Nível IV,365.0
3516606,2019,2,,,,,,,0,0,0,240,0,0,0,0,0,0,0,0,1,,6.5,,,,,5.4,5.6,0.95886,272.39,263.98,5.606167,5.1145,Nível IV,80.0
3516606,2019,3,6946399.66,4198577.24,1845630.91,7065272.56,4317450.14,1845630.91,123,128,359,0,9,18,0,18,0,1,1,1,0,6.4,7.1,0.991094,240.16,212.97,6.419441,,,,,,,5.058,Nível IV,61.0
3516705,2019,2,,,,,,,0,0,0,1649,0,0,0,0,0,0,0,0,6,,6.9,,,,,5.2,5.6,0.989986,259.17,256.62,5.263167,5.1595,Nível IV,766.0
3516705,2019,3,34783959.19,21912166.63,8030483.33,36883474.56,23840392.03,8196893.37,682,932,2194,0,45,161,0,100,0,18,10,9,0,6.2,6.5,0.983229,231.32,217.43,6.331829,,,,,,,5.3065,Nível IV,413.0
3517703,2019,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4.0,,,,,5.0747,Nível IV,131.0
3517703,2019,3,25638793.28,18641095.08,6128878.27,25645709.06,18644925.63,6131540.3,308,286,1109,1057,60,79,54,55,42,5,4,6,1,6.5,6.3,0.995966,239.64,220.08,6.53879,4.2,5.4,0.890696,249.78,234.35,4.7355,5.1694,Nível IV,446.0
3525300,2019,2,,,,,,,0,0,0,4232,0,0,0,0,0,0,0,0,13,,6.2,,,,,5.3,5.6,0.971283,264.25,264.21,5.474333,5.3962,Nível IV,2210.0
3525300,2019,3,107030096.14,58928406.42,38255337.74,107257222.54,59089427.54,38276868.75,1260,2333,6117,636,328,312,54,274,36,28,26,19,2,6.6,6.6,0.951396,249.25,231.32,6.92655,5.5,5.6,0.961133,273.4,267.7,5.685,5.4049,Nível IV,1193.0
3526001,2019,2,,,,,,,0,0,0,867,0,0,0,0,0,0,0,0,2,,,,,,,5.9,6.0,0.973692,288.87,275.25,6.068667,5.5142,Nível V,291.0
3526001,2019,3,21035686.63,14458423.88,5330068.95,21393430.77,14816168.02,5330068.95,552,447,1160,0,14,72,0,52,0,5,8,3,0,7.9,7.1,1.0,280.41,252.16,7.900116,,,,,,,5.3225,Nível IV,214.0
3527108,2019,2,,,,,,,0,0,2812,2686,0,0,0,0,0,0,0,8,10,6.8,6.6,0.990055,248.92,229.76,6.891889,4.5,5.6,0.927331,246.92,247.35,4.9045,5.3872,Nível IV,1571.0
3527108,2019,3,55819209.4,17249348.29,29338261.1,56890561.08,17678360.43,29977830.7,888,1478,913,0,72,48,6,37,2,12,9,4,0,6.8,6.1,0.968361,253.68,233.17,7.044729,,,,,,,5.3856,Nível IV,146.0
3527702,2019,2,,,,,,,0,0,0,250,0,0,0,0,0,0,0,0,1,,,,,,,5.4,6.1,0.994924,273.06,255.12,5.469667,4.982,Nível IV,77.0
3527702,2019,3,6202316.86,3859138.57,2097048.66,6202316.86,3859138.57,2097048.66,152,149,350,0,2,20,0,18,0,1,1,1,0,7.9,5.9,1.0,294.46,238.17,7.913882,,,,,,,4.7496,Nível III,51.0
3529005,2019,2,,,,,,,17,0,2962,7505,0,0,0,0,0,1,0,11,28,7.2,7.1,0.995963,261.8,236.98,7.268963,5.4,6.0,0.973874,269.25,262.88,5.5355,5.3751,Nível IV,3708.0
3529005,2019,3,176821915.62,67986587.17,72828762.86,182236644.54,70209630.41,75412198.86,4986,4573,8141,0,245,426,1,339,1,38,28,20,0,7.2,7.0,0.992479,263.16,236.97,7.294736,,,,,,,5.3793,Nível IV,1371.0
3533700,2019,2,,,,,,,0,0,0,219,0,0,0,0,0,0,0,0,1,,6.2,,,,,5.6,6.0,0.990153,275.59,261.65,5.620667,5.1534,Nível IV,87.0
3533700,2019,3,5710326.55,3537087.17,1749764.02,5928550.57,3547217.01,1759772.7,158,105,334,0,3,19,0,15,0,1,1,1,0,7.1,6.3,0.991308,256.17,239.46,7.206611,,,,,,,5.3381,Nível IV,76.0
3534005,2019,2,,,,,,,0,0,0,275,0,0,0,0,0,0,0,0,1,,,,,,,4.5,6.1,0.938152,250.2,236.99,4.7865,5.2511,Nível IV,89.0
3534005,2019,3,5567801.96,4673749.35,815642.09,5655554.11,4761501.5,815642.09,102,154,335,0,6,25,0,20,0,1,2,1,0,6.4,6.7,1.0,237.24,215.32,6.406443,,,,,,,5.1157,Nível IV,61.0
3534708,2019,2,,,,,,,0,0,499,2737,0,0,0,0,0,0,0,4,13,7.2,6.1,0.990486,264.8,235.18,7.293488,5.3,5.7,0.970366,267.49,261.83,5.488667,5.2652,Nível IV,1422.0
3534708,2019,3,93222336.38,74785880.3,16351122.18,94768778.91,75778146.22,16601183.23,1464,2044,5261,1471,240,308,91,238,62,18,22,12,3,7.0,6.6,0.966096,258.02,237.85,7.212644,5.8,6.1,0.954858,286.27,278.88,6.085833,5.3673,Nível IV,1178.0
3540002,2019,2,,,,,,,0,0,0,688,0,0,0,0,0,0,0,0,2,,,,,,,5.3,6.2,0.978239,262.72,259.99,5.3785,5.3773,Nível IV,292.0
3540002,2019,3,19380849.96,10630313.43,7077267.77,19380849.96,10630313.43,7077267.77,387,458,1004,0,25,65,0,53,0,4,4,3,0,7.5,6.9,1.0,268.6,244.21,7.530189,,,,,,,5.4015,Nível IV,165.0
3541406,2019,2,,,,,,,28,0,0,7720,0,0,0,0,0,1,0,0,26,,6.9,,,,,5.1,5.6,0.933472,266.24,261.69,5.4655,5.4659,Nível V,3327.0
3541406,2019,3,169247119.08,89750838.26,72047624.86,169742511.4,90022649.28,72271206.16,4450,3969,9440,0,389,375,2,368,2,35,36,32,0,6.7,6.4,0.974318,245.15,230.84,6.839579,,,,,,,5.4036,Nível IV,1724.0
3541703,2019,2,,,,,,,0,0,0,461,0,0,0,0,0,0,0,0,1,,,,,,,4.6,5.1,0.969608,243.95,240.79,4.745667,5.2718,Nível IV,214.0
3541703,2019,3,,,,,,,308,294,749,0,16,44,0,35,0,2,3,3,0,7.2,6.5,1.0,259.43,235.1,7.189552,,,,,,,5.2577,Nível IV,138.0
3543907,2019,2,,,,,,,20,0,192,7699,0,0,0,0,0,1,0,1,18,7.7,6.5,1.0,271.43,248.23,7.657287,5.6,6.3,0.962534,273.9,273.56,5.791,5.3254,Nível IV,3222.0
3543907,2019,3,184449966.84,86287143.0,76482008.39,186104755.66,87694361.61,76512136.3,4163,4171,9668,119,498,540,34,448,12,41,26,26,1,6.7,6.8,0.974256,244.92,231.79,6.852462,,,,,,,5.3283,Nível IV,1818.0
3548906,2019,2,,,,,,,40,21,6256,8114,0,0,0,0,0,1,1,18,24,7.3,7.0,1.0,258.56,240.34,7.268222,5.6,5.9,0.995999,269.07,265.81,5.581333,5.4715,Nível V,4425.0
3548906,2019,3,189527333.62,18932410.4,15668563.35,199932421.35,22180889.6,20192903.82,5044,4529,5072,819,368,298,65,200,29,48,34,9,2,6.8,6.5,0.971979,250.86,232.52,6.979094,5.9,6.2,0.971692,282.66,283.38,6.100667,5.3736,Nível IV,930.0
3555000,2019,2,,,,,,,0,0,1033,2188,0,0,0,0,0,0,0,6,6,6.9,6.8,0.967595,259.65,233.46,7.163933,5.1,5.6,0.966283,260.76,258.04,5.313333,5.3985,Nível IV,1291.0
3555000,2019,3,136598437.65,78061746.84,48188561.28,137761329.03,79131043.35,48270651.9,1118,1087,1947,0,63,153,0,109,0,8,7,10,0,6.6,6.7,0.989156,245.2,224.32,6.721988,,,,,,,5.3857,Nível IV,315.0
3556602,2019,2,,,,,,,0,0,0,454,0,0,0,0,0,0,0,0,2,,,,,,,5.6,6.4,0.99548,271.22,265.53,5.6125,5.3143,Nível IV,254.0
3556602,2019,3,8541717.51,5353188.45,2691865.02,8557917.0,5369387.94,2691865.02,185,219,571,0,16,32,0,28,0,3,2,2,0,6.1,6.2,0.983388,229.9,211.53,6.197457,,,,,,,5.3568,Nível IV,95.0
3501400,2020,2,,,,,,,0,0,0,191,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501400,2020,3,3254416.8,2805843.51,335020.0,3527010.04,3077845.97,335020.0,0,86,233,0,1,16,0,11,0,0,1,1,0,,,,,,,,,,,,,,,
3501509,2020,2,,,,,,,0,0,0,188,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3501509,2020,3,,,,,,,105,83,234,0,19,16,0,12,0,1,1,1,0,,,,,,,,,,,,,,,
3502804,2020,2,,,,,,,15,0,4,6473,0,0,0,0,0,1,0,1,24,,,,,,,,,,,,,,,
3502804,2020,3,159797752.62,76796448.14,57664409.71,166487744.81,78828496.54,58757501.21,3479,3780,8884,0,348,412,8,370,6,39,39,30,0,,,,,,,,,,,,,,,
3503208,2020,2,,,,,,,28,0,5535,5949,0,0,0,0,0,1,0,13,21,,,,,,,,,,,,,,,
3503208,2020,3,180790618.6,69126009.65,83767739.73,185215118.21,70383610.43,86583317.38,5584,4700,5084,2395,473,292,157,229,104,43,42,14,11,,,,,,,,,,,,,,,
3504008,2020,2,,,,,,,6,0,0,3988,0,0,0,0,0,1,0,0,12,,,,,,,,,,,,,,,
3504008,2020,3,111318172.1,43485720.39,26965537.99,114232688.45,44665596.05,27219367.06,1919,1714,5039,0,173,322,0,218,0,16,19,19,0,,,,,,,,,,,,,,,
3506003,2020,2,,,,,,,41,0,9754,12342,0,0,0,0,0,1,0,30,38,,,,,,,,,,,,,,,
3506003,2020,3,216285937.83,95578454.28,113738388.73,218735595.62,96068248.25,114438794.52,4704,5475,7210,1483,455,335,87,271,56,65,65,16,5,,,,,,,,,,,,,,,
3507506,2020,2,,,,,,,76,0,12,3485,0,0,0,0,0,2,0,1,14,,,,,,,,,,,,,,,
3507506,2020,3,108614901.3,72654492.83,27696362.55,111939315.61,74343066.07,27895289.1,2107,2105,6706,2296,193,280,90,262,85,22,24,21,5,,,,,,,,,,,,,,,
3514403,2020,2,,,,,,,0,0,0,1523,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,
3514403,2020,3,,,,,,,1085,762,2093,81,72,172,20,103,9,9,9,9,2,,,,,,,,,,,,,,,
3516606,2020,2,,,,,,,0,0,0,228,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3516606,2020,3,5573211.43,3204761.15,1794145.05,5576842.59,3208392.31,1794145.05,134,127,354,0,9,22,0,19,0,1,1,1,0,,,,,,,,,,,,,,,
3516705,2020,2,,,,,,,0,0,0,1604,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,
3516705,2020,3,30367584.01,18610723.67,8448935.06,31877704.75,20022142.62,8473959.21,661,859,2160,0,40,161,0,99,0,17,10,9,0,,,,,,,,,,,,,,,
3517703,2020,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
3517703,2020,3,32928004.05,21589389.65,7307262.29,32928004.05,21589389.65,7307262.29,272,315,1058,1044,70,78,49,55,42,5,4,6,1,,,,,,,,,,,,,,,
3525300,2020,2,,,,,,,0,0,0,4165,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,
3525300,2020,3,99574755.0,48243594.76,37669745.84,100127742.01,48317701.96,38082234.8,1197,2415,6081,629,277,308,60,266,36,28,26,19,1,,,,,,,,,,,,,,,
3526001,2020,2,,,,,,,0,0,0,883,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3526001,2020,3,19872659.8,13614332.62,5454395.92,19872659.8,13614332.62,5454395.92,567,437,1190,0,26,71,0,52,0,5,8,3,0,,,,,,,,,,,,,,,
3527108,2020,2,,,,,,,0,0,2803,2594,0,0,0,0,0,0,0,7,10,,,,,,,,,,,,,,,
3527108,2020,3,44953642.78,13969744.59,25969468.9,45702053.06,14055560.33,26514364.38,903,1479,983,0,106,58,6,44,2,12,9,6,0,,,,,,,,,,,,,,,
3527702,2020,2,,,,,,,0,0,0,234,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3527702,2020,3,5534877.67,3430530.28,1946074.78,5534877.67,3430530.28,1946074.78,120,152,354,0,5,19,0,18,0,1,1,1,0,,,,,,,,,,,,,,,
3529005,2020,2,,,,,,,20,0,2984,7512,0,0,0,0,0,1,0,11,29,,,,,,,,,,,,,,,
3529005,2020,3,177892750.74,68996934.35,77230334.58,183236754.45,70843103.5,80480144.4,5139,4819,8190,0,276,438,2,340,2,38,28,21,0,,,,,,,,,,,,,,,
3533700,2020,2,,,,,,,0,0,0,226,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3533700,2020,3,5709163.21,3495249.13,1852573.59,5718332.33,3499438.83,1855602.26,151,99,313,0,5,18,0,15,0,1,1,1,0,,,,,,,,,,,,,,,
3534005,2020,2,,,,,,,0,0,0,279,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3534005,2020,3,5047598.48,3815063.72,1167931.3,5196958.55,3815063.72,1317291.37,104,174,332,0,6,26,0,20,0,1,2,1,0,,,,,,,,,,,,,,,
3534708,2020,2,,,,,,,0,0,448,2832,0,0,0,0,0,0,0,4,13,,,,,,,,,,,,,,,
3534708,2020,3,84086443.0,67006251.86,16419412.54,85158136.64,67789665.28,16707692.76,1470,1984,5297,1557,232,293,88,243,65,18,22,12,3,,,,,,,,,,,,,,,
3540002,2020,2,,,,,,,0,0,0,731,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,
3540002,2020,3,16617807.85,8732393.14,7461559.32,16702754.18,8797598.43,7481300.36,352,444,1036,0,24,67,0,54,0,4,4,3,0,,,,,,,,,,,,,,,
3541406,2020,2,,,,,,,32,0,2,7607,0,0,0,0,0,1,0,1,26,,,,,,,,,,,,,,,
3541406,2020,3,159142725.12,82603710.56,72914553.18,160699144.06,83949360.13,72929913.18,4402,4212,9377,0,421,381,3,373,3,35,38,32,0,,,,,,,,,,,,,,,
3541703,2020,2,,,,,,,0,0,0,473,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3541703,2020,3,,,,,,,275,310,732,0,18,47,0,37,0,2,3,3,0,,,,,,,,,,,,,,,
3543907,2020,2,,,,,,,24,0,179,7474,0,0,0,0,0,1,0,1,18,,,,,,,,,,,,,,,
3543907,2020,3,172483374.83,90705108.02,67617183.11,179202920.16,93332460.6,70563182.04,3930,4287,9644,121,516,536,33,447,12,41,26,26,1,,,,,,,,,,,,,,,
